Volatility 3 Framework 2.28.0

NetNS	Process Name	PID	TID	FD	Sock Offset	Family	Type	Proto	Source Addr	Source Port	Destination Addr	Destination Port	State	Filter
4026531840	systemd-timesyn	510	510	9	0x9d902ed45500	AF_UNIX	DGRAM	-	-	21604	-	21605	CONNECTED	-
4026531840	systemd-timesyn	510	510	10	0x9d902ed46a40	AF_UNIX	DGRAM	-	-	21605	-	21604	CONNECTED	-
4026531840	systemd-timesyn	510	510	15	0x9d902ed461c0	AF_UNIX	STREAM	-	-	22612	/run/dbus/system_bus_socket	22641	ESTABLISHED	-
4026531840	sd-resolve	510	530	1	0x9d90306750c0	AF_UNIX	STREAM	-	-	19001	/run/systemd/journal/stdout	20463	ESTABLISHED	-
4026531840	sd-resolve	510	530	2	0x9d90306750c0	AF_UNIX	STREAM	-	-	19001	/run/systemd/journal/stdout	20463	ESTABLISHED	-
4026531840	sd-resolve	510	530	3	0x9d902ed42200	AF_UNIX	DGRAM	-	-	21598	/run/systemd/journal/socket	14140	UNCONNECTED	-
4026531840	sd-resolve	510	530	7	0x9d902ed43300	AF_UNIX	DGRAM	-	-	21602	-	21603	CONNECTED	-
4026531840	sd-resolve	510	530	8	0x9d902ed40cc0	AF_UNIX	DGRAM	-	-	21603	-	21602	CONNECTED	-
4026531840	sd-resolve	510	530	9	0x9d902ed45500	AF_UNIX	DGRAM	-	-	21604	-	21605	CONNECTED	-
4026531840	sd-resolve	510	530	10	0x9d902ed46a40	AF_UNIX	DGRAM	-	-	21605	-	21604	CONNECTED	-
4026531840	sd-resolve	510	530	15	0x9d902ed461c0	AF_UNIX	STREAM	-	-	22612	/run/dbus/system_bus_socket	22641	ESTABLISHED	-
4026531840	systemd-network	616	616	1	0x9d9030646a40	AF_UNIX	STREAM	-	-	15042	/run/systemd/journal/stdout	15047	ESTABLISHED	-
4026531840	systemd-network	616	616	2	0x9d9030646a40	AF_UNIX	STREAM	-	-	15042	/run/systemd/journal/stdout	15047	ESTABLISHED	-
4026531840	systemd-network	616	616	3	0x9d902f176000	AF_NETLINK	RAW	NETLINK_ROUTE	groups:0x800405d5	1	group:0x00000000	0	UNCONNECTED	-
4026531840	systemd-network	616	616	4	0x9d9030640880	AF_UNIX	DGRAM	-	-	15057	/run/systemd/journal/socket	14140	UNCONNECTED	-
4026531840	systemd-network	616	616	9	0x9d901693c800	AF_NETLINK	RAW	NETLINK_GENERIC	-	616	group:0x00000000	0	UNCONNECTED	-
4026531840	systemd-network	616	616	10	0x9d9002808000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	616	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	systemd-network	616	616	11	0x9d90306450c0	AF_UNIX	DGRAM	-	-	15063	-	15064	CONNECTED	-
4026531840	systemd-network	616	616	12	0x9d9030645500	AF_UNIX	DGRAM	-	-	15064	-	15063	CONNECTED	-
4026531840	systemd-network	616	616	13	0x9d9030645d80	AF_UNIX	DGRAM	-	-	15065	-	15066	CONNECTED	-
4026531840	systemd-network	616	616	14	0x9d9030641980	AF_UNIX	DGRAM	-	-	15066	-	15065	CONNECTED	-
4026531840	systemd-network	616	616	16	0x9d900e54b180	AF_INET	DGRAM	UDP	0.0.0.0	0	0.0.0.0	0	UNCONNECTED	-
4026531840	systemd-network	616	616	17	0x9d900ac52800	AF_PACKET	RAW	0x88cc	enp1s0	-	-	-	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	systemd-network	616	616	18	0x9d900e548d80	AF_INET	DGRAM	UDP	192.168.100.206	68	0.0.0.0	0	UNCONNECTED	-
4026531840	systemd-network	616	616	20	0x9d900506ed40	AF_INET6	RAW	ICMPv6	::	58	::	0	UNCONNECTED	-
4026531840	systemd-network	616	616	21	0x9d9030643740	AF_UNIX	STREAM	-	-	15148	/run/dbus/system_bus_socket	22640	ESTABLISHED	-
4026531840	systemd-resolve	618	618	1	0x9d902ed43fc0	AF_UNIX	STREAM	-	-	22552	/run/systemd/journal/stdout	15097	ESTABLISHED	-
4026531840	systemd-resolve	618	618	2	0x9d902ed43fc0	AF_UNIX	STREAM	-	-	22552	/run/systemd/journal/stdout	15097	ESTABLISHED	-
4026531840	systemd-resolve	618	618	3	0x9d902ed40440	AF_UNIX	DGRAM	-	-	22567	/run/systemd/journal/socket	14140	UNCONNECTED	-
4026531840	systemd-resolve	618	618	9	0x9d90077ba800	AF_NETLINK	RAW	NETLINK_ROUTE	groups:0x00000111	618	group:0x00000000	0	UNCONNECTED	-
4026531840	systemd-resolve	618	618	13	0x9d9003610480	AF_INET	DGRAM	UDP	127.0.0.53	53	0.0.0.0	0	UNCONNECTED	-
4026531840	systemd-resolve	618	618	14	0x9d900a513480	AF_INET	STREAM	TCP	127.0.0.53	53	0.0.0.0	0	LISTEN	-
4026531840	systemd-resolve	618	618	15	0x9d902ed45940	AF_UNIX	STREAM	-	/run/systemd/resolve/io.systemd.Resolve	22577	-	-	LISTEN	-
4026531840	systemd-resolve	618	618	16	0x9d9030670440	AF_UNIX	STREAM	-	-	19160	/run/dbus/system_bus_socket	22642	ESTABLISHED	-
4026531840	cron	629	629	1	0x9d9030670000	AF_UNIX	STREAM	-	-	19161	/run/systemd/journal/stdout	15150	ESTABLISHED	-
4026531840	cron	629	629	2	0x9d9030670000	AF_UNIX	STREAM	-	-	19161	/run/systemd/journal/stdout	15150	ESTABLISHED	-
4026531840	cron	629	629	4	0x9d9030675500	AF_UNIX	DGRAM	-	-	19164	/run/systemd/journal/dev-log	14138	UNCONNECTED	-
4026531840	dbus-daemon	631	631	1	0x9d9030644400	AF_UNIX	STREAM	-	-	15151	/run/systemd/journal/stdout	15155	ESTABLISHED	-
4026531840	dbus-daemon	631	631	2	0x9d9030644400	AF_UNIX	STREAM	-	-	15151	/run/systemd/journal/stdout	15155	ESTABLISHED	-
4026531840	dbus-daemon	631	631	3	0x9d90304d3fc0	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	20644	-	-	LISTEN	-
4026531840	dbus-daemon	631	631	5	0x9d90077be800	AF_NETLINK	RAW	NETLINK_AUDIT	-	0	group:0x00000000	0	UNCONNECTED	-
4026531840	dbus-daemon	631	631	6	0x9d900a51aec0	AF_UNIX	DGRAM	-	-	22637	/run/systemd/journal/dev-log	14138	UNCONNECTED	-
4026531840	dbus-daemon	631	631	8	0x9d900a518880	AF_UNIX	STREAM	-	-	22638	-	22639	ESTABLISHED	-
4026531840	dbus-daemon	631	631	9	0x9d900a51ea40	AF_UNIX	STREAM	-	-	22639	-	22638	ESTABLISHED	-
4026531840	dbus-daemon	631	631	10	0x9d9030644840	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	22640	-	15148	ESTABLISHED	-
4026531840	dbus-daemon	631	631	11	0x9d902ed450c0	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	22641	-	22612	ESTABLISHED	-
4026531840	dbus-daemon	631	631	12	0x9d9030677b40	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	22642	-	19160	ESTABLISHED	-
4026531840	dbus-daemon	631	631	13	0x9d90304d4840	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	22643	-	20668	ESTABLISHED	-
4026531840	dbus-daemon	631	631	14	0x9d900a51b300	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	22654	-	22653	ESTABLISHED	-
4026531840	dbus-daemon	631	631	15	0x9d90304d50c0	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	22673	-	20753	ESTABLISHED	-
4026531840	dbus-daemon	631	631	16	0x9d9030672a80	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	22697	-	19225	ESTABLISHED	-
4026531840	dbus-daemon	631	631	17	0x9d900a518440	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	22733	-	22732	ESTABLISHED	-
